Action,Price,Shares Held,Balance,Portfolio Value,Transaction Cost
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,-9.411430000000001
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.095,48714.0,91.8866049842618,9357807.716604983,0.0
Buy,192.095,48714.0,91.8866049842618,9357807.716604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.09,48714.0,91.8866049842618,9357564.146604983,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Hold,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Hold,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.08,48714.0,91.8866049842618,9357077.006604984,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.075,48714.0,91.8866049842618,9356833.436604982,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.07,48714.0,91.8866049842618,9356589.866604984,0.0
Buy,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Hold,192.06,48714.0,91.8866049842618,9356102.726604983,0.0
Sell,192.06,0.0,9346746.715764983,9346746.715764983,9356.01084
Hold,192.06,0.0,9346746.715764983,9346746.715764983,0.0
Hold,192.07,0.0,9346746.715764983,9346746.715764983,0.0
Hold,192.07,0.0,9346746.715764983,9346746.715764983,0.0
Hold,192.1,0.0,9346746.715764983,9346746.715764983,0.0
Buy,192.1,48655.0,-9225.409735016525,9337400.090264983,9346.6255
Buy,192.1,48606.0,196.9031649834742,9337409.503164982,-9.4129
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.1921
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.095,48607.0,4.6110649834741935,9337166.276064983,0.0
Buy,192.095,48607.0,4.6110649834741935,9337166.276064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.105,48607.0,4.6110649834741935,9337652.346064983,0.0
Buy,192.105,48607.0,4.6110649834741935,9337652.346064983,0.0
Buy,192.105,48607.0,4.6110649834741935,9337652.346064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.1,48607.0,4.6110649834741935,9337409.311064983,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Hold,192.085,48607.0,4.6110649834741935,9336680.206064984,0.0
Hold,192.085,48607.0,4.6110649834741935,9336680.206064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.09,48607.0,4.6110649834741935,9336923.241064984,0.0
Buy,192.085,48607.0,4.6110649834741935,9336680.206064984,0.0
Buy,192.085,48607.0,4.6110649834741935,9336680.206064984,0.0
Hold,192.085,48607.0,4.6110649834741935,9336680.206064984,0.0
Hold,192.08,48607.0,4.6110649834741935,9336437.171064984,0.0
Hold,192.08,48607.0,4.6110649834741935,9336437.171064984,0.0
Hold,192.08,48607.0,4.6110649834741935,9336437.171064984,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,9336.432560000001
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.08,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.075,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Sell,192.075,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.075,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.07,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.075,0.0,9327100.738504983,9327100.738504983,0.0
Hold,192.075,0.0,9327100.738504983,9327100.738504983,0.0
Buy,192.07,48560.0,-9145.380695015192,9317773.819304984,9326.9192
Buy,192.07,48512.0,83.19866498480769,9317783.038664985,-9.21936
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.08,48512.0,83.19866498480769,9318268.158664986,0.0
Buy,192.085,48512.0,83.19866498480769,9318510.718664985,0.0
Buy,192.09,48512.0,83.19866498480769,9318753.278664986,0.0
Buy,192.095,48512.0,83.19866498480769,9318995.838664986,0.0
Buy,192.095,48512.0,83.19866498480769,9318995.838664986,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.105,48512.0,83.19866498480769,9319480.958664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.11,48512.0,83.19866498480769,9319723.518664986,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Buy,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Hold,192.1,48512.0,83.19866498480769,9319238.398664985,0.0
Sell,192.1,0.0,9309919.243464984,9309919.243464984,9319.1552
Sell,192.095,0.0,9309919.243464984,9309919.243464984,0.0
Hold,192.09,0.0,9309919.243464984,9309919.243464984,0.0
Hold,192.09,0.0,9309919.243464984,9309919.243464984,0.0
Hold,192.09,0.0,9309919.243464984,9309919.243464984,0.0
Sell,192.09,0.0,9309919.243464984,9309919.243464984,0.0
Sell,192.095,0.0,9309919.243464984,9309919.243464984,0.0
Hold,192.1,0.0,9309919.243464984,9309919.243464984,0.0
Hold,192.1,0.0,9309919.243464984,9309919.243464984,0.0
Buy,192.1,48463.0,-9132.798835014924,9300609.501164984,9309.7423
Buy,192.095,48415.0,96.98172498507483,9300376.406724986,-9.220559999999999
Buy,192.095,48415.0,96.98172498507483,9300376.406724986,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Hold,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Buy,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Buy,192.09,48415.0,96.98172498507483,9300134.331724985,0.0
Buy,192.08,48415.0,96.98172498507483,9299650.181724986,0.0
Hold,192.08,48415.0,96.98172498507483,9299650.181724986,0.0
Sell,192.08,0.0,9290350.628524985,9290350.628524985,9299.553200000002
Sell,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.075,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.08,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.075,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Sell,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Hold,192.07,0.0,9290350.628524985,9290350.628524985,0.0
Buy,192.07,48369.0,-9173.435305014253,9281060.394694986,9290.233830000001
Buy,192.08,48321.0,55.62453498574723,9281553.304534985,-9.21984
Buy,192.08,48321.0,55.62453498574723,9281553.304534985,0.0
Buy,192.08,48321.0,55.62453498574723,9281553.304534985,0.0
Buy,192.09,48321.0,55.62453498574723,9282036.514534986,0.0
Buy,192.09,48321.0,55.62453498574723,9282036.514534986,0.0
Buy,192.095,48321.0,55.62453498574723,9282278.119534984,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.11,48321.0,55.62453498574723,9283002.934534986,0.0
Buy,192.11,48321.0,55.62453498574723,9283002.934534986,0.0
Buy,192.105,48321.0,55.62453498574723,9282761.329534985,0.0
Buy,192.105,48321.0,55.62453498574723,9282761.329534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.1,48321.0,55.62453498574723,9282519.724534985,0.0
Buy,192.09,48321.0,55.62453498574723,9282036.514534986,0.0
Hold,192.09,48321.0,55.62453498574723,9282036.514534986,0.0
Hold,192.09,48321.0,55.62453498574723,9282036.514534986,0.0
Sell,192.08,0.0,9272271.806854986,9272271.806854986,9281.49768
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.08,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.075,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.075,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.065,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Hold,192.07,0.0,9272271.806854986,9272271.806854986,0.0
Buy,192.07,48275.0,-9179.62239501439,9262999.627604986,9272.179250000001
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,-9.21936
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,0.0
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,0.0
Buy,192.075,48227.0,48.956964985609375,9263249.981964987,0.0
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,0.0
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,0.0
Buy,192.07,48227.0,48.956964985609375,9263008.846964987,0.0
Buy,192.06,48227.0,48.956964985609375,9262526.576964986,0.0
Hold,192.06,48227.0,48.956964985609375,9262526.576964986,0.0
Hold,192.06,48227.0,48.956964985609375,9262526.576964986,0.0
Sell,192.06,0.0,9253264.099344986,9253264.099344986,9262.47762
Hold,192.06,0.0,9253264.099344986,9253264.099344986,0.0
Hold,192.07,0.0,9253264.099344986,9253264.099344986,0.0
Hold,192.07,0.0,9253264.099344986,9253264.099344986,0.0
Buy,192.06,48179.0,-9247.89939501509,9244010.840604985,9253.258740000001
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,-9.41094
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.06,48130.0,172.45154498490956,9244020.251544986,0.0
Buy,192.065,48130.0,172.45154498490956,9244260.901544984,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.09,48130.0,172.45154498490956,9245464.151544984,0.0
Buy,192.085,48130.0,172.45154498490956,9245223.501544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Hold,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.07,48130.0,172.45154498490956,9244501.551544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.075,48130.0,172.45154498490956,9244742.201544985,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
Buy,192.08,48130.0,172.45154498490956,9244982.851544986,0.0
